time,reward,rl_cwe,rl_hwe,rbc_cwe,rbc_hwe,rl_energy,rbc_energy
2019-05-16 11:00:00,64.653,0.000,0.281,0.000,0.366,0.281,0.366
2019-05-16 11:30:00,42.070,0.000,0.303,0.000,0.365,0.303,0.365
2019-05-16 12:00:00,30.884,0.000,0.305,0.000,0.346,0.305,0.346
2019-05-16 12:30:00,-6.069,0.000,0.305,0.000,0.331,0.305,0.331
2019-05-16 13:00:00,32.938,0.000,0.261,0.000,0.302,0.261,0.302
2019-05-16 13:30:00,33.272,0.000,0.236,0.000,0.274,0.236,0.274
2019-05-16 14:00:00,35.237,0.000,0.213,0.000,0.250,0.213,0.250
2019-05-16 14:30:00,41.626,0.000,0.206,0.000,0.250,0.206,0.250
2019-05-16 15:00:00,86.435,0.000,0.179,0.000,0.250,0.179,0.250
2019-05-16 15:30:00,30.731,0.000,0.158,0.000,0.202,0.158,0.202
2019-05-16 16:00:00,14.076,0.000,0.161,0.000,0.191,0.161,0.191
2019-05-16 16:30:00,11.304,0.000,0.156,0.000,0.183,0.156,0.183
2019-05-16 17:00:00,16.542,0.000,0.000,0.000,0.178,0.000,0.178
2019-05-16 17:30:00,10.494,0.000,0.000,0.000,0.172,0.000,0.172
2019-05-16 18:00:00,10.436,0.000,0.000,0.000,0.171,0.000,0.171
2019-05-16 18:30:00,19.800,0.000,0.000,0.000,0.170,0.000,0.170
2019-05-16 19:00:00,8.249,0.000,0.000,0.000,0.167,0.000,0.167
2019-05-16 19:30:00,37.460,0.000,0.000,0.000,0.167,0.000,0.167
2019-05-16 20:00:00,40.406,0.000,0.000,0.000,0.166,0.000,0.166
2019-05-16 20:30:00,63.240,0.000,0.000,0.000,0.167,0.000,0.167
2019-05-16 21:00:00,3.404,0.000,0.000,0.000,0.168,0.000,0.168
2019-05-16 21:30:00,-1.124,0.000,0.000,0.000,0.167,0.000,0.167
2019-05-16 22:00:00,-3.845,0.000,0.000,0.000,0.168,0.000,0.168
2019-05-16 22:30:00,40.128,0.000,0.000,0.000,0.168,0.000,0.168
2019-05-16 23:00:00,1.192,0.000,0.000,0.000,0.168,0.000,0.168
2019-05-16 23:30:00,12.625,0.000,0.000,0.000,0.169,0.000,0.169
2019-05-17 00:00:00,0.147,0.000,0.000,0.000,0.171,0.000,0.171
2019-05-17 00:30:00,51.726,0.000,0.000,0.000,0.174,0.000,0.174
2019-05-17 01:00:00,52.950,0.000,0.000,0.000,0.178,0.000,0.178
2019-05-17 01:30:00,61.515,0.000,0.000,0.000,0.183,0.000,0.183
2019-05-17 02:00:00,40.592,0.000,0.146,0.000,0.188,0.146,0.188
2019-05-17 02:30:00,48.599,0.000,0.148,0.000,0.189,0.148,0.189
2019-05-17 03:00:00,23.180,0.000,0.155,0.000,0.192,0.155,0.192
2019-05-17 03:30:00,26.850,0.000,0.157,0.000,0.194,0.157,0.194
2019-05-17 04:00:00,-16.447,0.000,0.173,0.000,0.197,0.173,0.197
2019-05-17 04:30:00,-11.956,0.000,0.172,0.000,0.199,0.172,0.199
2019-05-17 05:00:00,-61.009,0.000,0.190,0.000,0.201,0.190,0.201
2019-05-17 05:30:00,-21.772,0.000,0.181,0.000,0.203,0.181,0.203
2019-05-17 06:00:00,3.346,0.000,0.169,0.000,0.203,0.169,0.203
2019-05-17 06:30:00,38.333,0.000,0.155,0.000,0.204,0.155,0.204
2019-05-17 07:00:00,21.759,0.000,0.164,0.000,0.205,0.164,0.205
2019-05-17 07:30:00,34.660,0.000,0.163,0.000,0.207,0.163,0.207
2019-05-17 08:00:00,38.749,0.000,0.158,0.000,0.211,0.158,0.211
2019-05-17 08:30:00,41.994,0.000,0.161,0.000,0.219,0.161,0.219
2019-05-17 09:00:00,24.221,0.000,0.170,0.000,0.224,0.170,0.224
2019-05-17 09:30:00,11.428,0.000,0.174,0.000,0.224,0.174,0.224
2019-05-17 10:00:00,3.097,0.000,0.176,0.000,0.222,0.176,0.222
2019-05-17 10:30:00,20.490,0.000,0.172,0.000,0.227,0.172,0.227
2019-05-17 11:00:00,63.183,0.000,0.173,0.000,0.230,0.173,0.230
2019-05-17 11:30:00,38.825,0.000,0.186,0.000,0.231,0.186,0.231
2019-05-17 12:00:00,-13.416,0.000,0.186,0.000,0.225,0.186,0.225
2019-05-17 12:30:00,-20.226,0.000,0.185,0.000,0.213,0.185,0.213
2019-05-17 13:00:00,14.823,0.000,0.162,0.000,0.201,0.162,0.201
2019-05-17 13:30:00,24.850,0.000,0.153,0.000,0.191,0.153,0.191
2019-05-17 14:00:00,4.756,0.000,0.154,0.000,0.186,0.154,0.186
2019-05-17 14:30:00,36.504,0.000,0.000,0.000,0.181,0.000,0.181
2019-05-17 15:00:00,5.128,0.000,0.000,0.000,0.178,0.000,0.178
2019-05-17 15:30:00,9.779,0.000,0.000,0.000,0.176,0.000,0.176
2019-05-17 16:00:00,5.753,0.000,0.000,0.000,0.172,0.000,0.172
2019-05-17 16:30:00,8.330,0.000,0.000,0.000,0.176,0.000,0.176
2019-05-17 17:00:00,29.267,0.000,0.000,0.000,0.176,0.000,0.176
2019-05-17 17:30:00,52.309,0.000,0.000,0.000,0.176,0.000,0.176
2019-05-17 18:00:00,67.368,0.000,0.000,0.000,0.176,0.000,0.176
2019-05-17 18:30:00,60.408,0.000,0.000,0.000,0.176,0.000,0.176
2019-05-17 19:00:00,37.325,0.000,0.000,0.000,0.000,0.000,0.000
2019-05-17 19:30:00,27.503,0.000,0.000,0.000,0.000,0.000,0.000
2019-05-17 20:00:00,6.146,0.000,0.000,0.000,0.000,0.000,0.000
2019-05-17 20:30:00,-11.577,0.000,0.000,0.000,0.000,0.000,0.000
2019-05-17 21:00:00,-58.954,0.000,0.000,0.000,0.000,0.000,0.000
2019-05-17 21:30:00,-21.100,0.000,0.000,0.000,0.000,0.000,0.000
2019-05-17 22:00:00,-5.145,0.000,0.000,0.000,0.000,0.000,0.000
2019-05-17 22:30:00,17.580,0.000,0.000,0.000,0.000,0.000,0.000
2019-05-17 23:00:00,1.062,0.000,0.000,0.000,0.000,0.000,0.000
2019-05-17 23:30:00,50.915,0.000,0.000,0.000,0.168,0.000,0.168
2019-05-18 00:00:00,28.799,0.000,0.000,0.000,0.170,0.000,0.170
2019-05-18 00:30:00,21.676,0.000,0.000,0.000,0.173,0.000,0.173
2019-05-18 01:00:00,40.820,0.000,0.000,0.000,0.177,0.000,0.177
2019-05-18 01:30:00,26.641,0.000,0.000,0.000,0.181,0.000,0.181
2019-05-18 02:00:00,33.463,0.000,0.000,0.000,0.184,0.000,0.184
2019-05-18 02:30:00,-14.490,0.000,0.161,0.000,0.186,0.161,0.186
2019-05-18 03:00:00,5.227,0.000,0.155,0.000,0.189,0.155,0.189
2019-05-18 03:30:00,19.839,0.000,0.154,0.000,0.192,0.154,0.192
2019-05-18 04:00:00,-5.912,0.000,0.164,0.000,0.194,0.164,0.194
2019-05-18 04:30:00,22.033,0.000,0.157,0.000,0.197,0.157,0.197
2019-05-18 05:00:00,11.935,0.000,0.161,0.000,0.199,0.161,0.199
2019-05-18 05:30:00,14.098,0.000,0.160,0.000,0.199,0.160,0.199
2019-05-18 06:00:00,11.246,0.000,0.162,0.000,0.201,0.162,0.201
2019-05-18 06:30:00,13.564,0.000,0.163,0.000,0.203,0.163,0.203
2019-05-18 07:00:00,-17.729,0.000,0.177,0.000,0.204,0.177,0.204
2019-05-18 07:30:00,-21.298,0.000,0.181,0.000,0.208,0.181,0.208
2019-05-18 08:00:00,-13.456,0.000,0.180,0.000,0.217,0.180,0.217
2019-05-18 08:30:00,-12.086,0.000,0.182,0.000,0.224,0.182,0.224
2019-05-18 09:00:00,-2.079,0.000,0.177,0.000,0.226,0.177,0.226
2019-05-18 09:30:00,36.677,0.000,0.186,0.000,0.234,0.186,0.234
2019-05-18 10:00:00,63.212,0.000,0.173,0.000,0.238,0.173,0.238
2019-05-18 10:30:00,50.174,0.000,0.180,0.000,0.240,0.180,0.240
2019-05-18 11:00:00,35.767,0.000,0.193,0.000,0.241,0.193,0.241
2019-05-18 11:30:00,-6.186,0.000,0.226,0.000,0.245,0.226,0.245
2019-05-18 12:00:00,-5.317,0.000,0.206,0.000,0.232,0.206,0.232
2019-05-18 12:30:00,-60.334,0.000,0.199,0.000,0.214,0.199,0.214
2019-05-18 13:00:00,-12.074,0.000,0.169,0.000,0.199,0.169,0.199
2019-05-18 13:30:00,-10.588,0.000,0.161,0.000,0.188,0.161,0.188
2019-05-18 14:00:00,-11.687,0.000,0.156,0.000,0.181,0.156,0.181
2019-05-18 14:30:00,16.253,0.000,0.000,0.000,0.176,0.000,0.176
2019-05-18 15:00:00,7.281,0.000,0.000,0.000,0.173,0.000,0.173
2019-05-18 15:30:00,6.942,0.000,0.000,0.000,0.169,0.000,0.169
2019-05-18 16:00:00,-1.064,0.000,0.000,0.000,0.165,0.000,0.165
2019-05-18 16:30:00,8.418,0.000,0.000,0.000,0.164,0.000,0.164
2019-05-18 17:00:00,-5.320,0.000,0.000,0.000,0.162,0.000,0.162
2019-05-18 17:30:00,-22.009,0.000,0.000,0.000,0.000,0.000,0.000
2019-05-18 18:00:00,-58.165,0.000,0.000,0.000,0.000,0.000,0.000
2019-05-18 18:30:00,-61.470,0.000,0.000,0.000,0.000,0.000,0.000
2019-05-18 19:00:00,-58.537,0.000,0.000,0.000,0.000,0.000,0.000
2019-05-18 19:30:00,-18.278,0.000,0.000,0.000,0.000,0.000,0.000
2019-05-18 20:00:00,-16.693,0.000,0.000,0.000,0.000,0.000,0.000
2019-05-18 20:30:00,12.020,0.000,0.000,0.000,0.000,0.000,0.000
2019-05-18 21:00:00,22.410,0.000,0.000,0.000,0.000,0.000,0.000
2019-05-18 21:30:00,33.331,0.000,0.000,0.000,0.000,0.000,0.000
2019-05-18 22:00:00,28.144,0.000,0.000,0.000,0.000,0.000,0.000
2019-05-18 22:30:00,44.789,0.000,0.000,0.000,0.000,0.000,0.000
2019-05-18 23:00:00,37.147,0.000,0.000,0.000,0.000,0.000,0.000
2019-05-18 23:30:00,36.349,0.000,0.000,0.000,0.000,0.000,0.000
2019-05-19 00:00:00,9.351,0.000,0.000,0.000,0.000,0.000,0.000
2019-05-19 00:30:00,23.294,0.000,0.000,0.000,0.172,0.000,0.172
2019-05-19 01:00:00,21.848,0.000,0.000,0.000,0.175,0.000,0.175
2019-05-19 01:30:00,22.221,0.000,0.000,0.000,0.178,0.000,0.178
2019-05-19 02:00:00,24.374,0.000,0.000,0.000,0.180,0.000,0.180
2019-05-19 02:30:00,24.885,0.000,0.000,0.000,0.184,0.000,0.184
2019-05-19 03:00:00,60.912,0.000,0.000,0.000,0.187,0.000,0.187
2019-05-19 03:30:00,34.683,0.000,0.000,0.000,0.190,0.000,0.190
2019-05-19 04:00:00,58.637,0.000,0.000,0.000,0.192,0.000,0.192
2019-05-19 04:30:00,-2.579,0.000,0.160,0.000,0.192,0.160,0.192
2019-05-19 05:00:00,7.855,0.000,0.157,0.000,0.193,0.157,0.193
2019-05-19 05:30:00,1.428,0.000,0.160,0.000,0.193,0.160,0.193
2019-05-19 06:00:00,-7.121,0.000,0.164,0.000,0.195,0.164,0.195
2019-05-19 06:30:00,7.917,0.000,0.159,0.000,0.195,0.159,0.195
2019-05-19 07:00:00,-5.528,0.000,0.164,0.000,0.196,0.164,0.196
2019-05-19 07:30:00,-2.161,0.000,0.164,0.000,0.197,0.164,0.197
2019-05-19 08:00:00,-19.198,0.000,0.173,0.000,0.198,0.173,0.198
2019-05-19 08:30:00,13.405,0.000,0.161,0.000,0.200,0.161,0.200
2019-05-19 09:00:00,-9.023,0.000,0.171,0.000,0.203,0.171,0.203
2019-05-19 09:30:00,27.838,0.000,0.161,0.000,0.206,0.161,0.206
2019-05-19 10:00:00,11.736,0.000,0.167,0.000,0.210,0.167,0.210
2019-05-19 10:30:00,36.661,0.000,0.162,0.000,0.213,0.162,0.213
2019-05-19 11:00:00,15.016,0.000,0.167,0.000,0.213,0.167,0.213
2019-05-19 11:30:00,46.002,0.000,0.156,0.000,0.212,0.156,0.212
2019-05-19 12:00:00,52.747,0.000,0.158,0.000,0.207,0.158,0.207
2019-05-19 12:30:00,-8.652,0.000,0.173,0.000,0.206,0.173,0.206
2019-05-19 13:00:00,-55.178,0.000,0.183,0.000,0.206,0.183,0.206
2019-05-19 13:30:00,-21.567,0.000,0.181,0.000,0.205,0.181,0.205
2019-05-19 14:00:00,-59.139,0.000,0.191,0.000,0.205,0.191,0.205
2019-05-19 14:30:00,-23.546,0.000,0.182,0.000,0.205,0.182,0.205
2019-05-19 15:00:00,-8.340,0.000,0.172,0.000,0.204,0.172,0.204
2019-05-19 15:30:00,53.762,0.000,0.155,0.000,0.202,0.155,0.202
2019-05-19 16:00:00,58.532,0.000,0.000,0.000,0.200,0.000,0.200
2019-05-19 16:30:00,40.937,0.000,0.000,0.000,0.197,0.000,0.197
2019-05-19 17:00:00,43.864,0.000,0.000,0.000,0.195,0.000,0.195
2019-05-19 17:30:00,53.530,0.000,0.000,0.000,0.189,0.000,0.189
2019-05-19 18:00:00,57.315,0.000,0.000,0.000,0.181,0.000,0.181
2019-05-19 18:30:00,51.763,0.000,0.000,0.000,0.187,0.000,0.187
2019-05-19 19:00:00,25.593,0.000,0.000,0.000,0.189,0.000,0.189
2019-05-19 19:30:00,-4.676,0.000,0.158,0.000,0.188,0.158,0.188
2019-05-19 20:00:00,19.532,0.000,0.000,0.000,0.188,0.000,0.188
2019-05-19 20:30:00,24.031,0.000,0.000,0.000,0.188,0.000,0.188
2019-05-19 21:00:00,-4.516,0.000,0.158,0.000,0.188,0.158,0.188
2019-05-19 21:30:00,-58.289,0.000,0.173,0.000,0.188,0.173,0.188
2019-05-19 22:00:00,-18.722,0.000,0.164,0.000,0.188,0.164,0.188
2019-05-19 22:30:00,-21.739,0.000,0.166,0.000,0.188,0.166,0.188
2019-05-19 23:00:00,-22.044,0.000,0.166,0.000,0.188,0.166,0.188
2019-05-19 23:30:00,30.556,0.000,0.000,0.000,0.188,0.000,0.188
2019-05-20 00:00:00,17.035,0.000,0.000,0.000,0.188,0.000,0.188
2019-05-20 00:30:00,64.859,0.000,0.000,0.000,0.188,0.000,0.188
2019-05-20 01:00:00,28.293,0.000,0.000,0.000,0.188,0.000,0.188
2019-05-20 01:30:00,64.859,0.000,0.000,0.000,0.188,0.000,0.188
2019-05-20 02:00:00,53.284,0.000,0.000,0.000,0.188,0.000,0.188
2019-05-20 02:30:00,61.492,0.000,0.000,0.000,0.188,0.000,0.188
2019-05-20 03:00:00,28.703,0.000,0.000,0.000,0.188,0.000,0.188
2019-05-20 03:30:00,-19.838,0.000,0.165,0.000,0.188,0.165,0.188
2019-05-20 04:00:00,17.193,0.000,0.000,0.000,0.188,0.000,0.188
2019-05-20 04:30:00,69.429,0.000,0.000,0.000,0.188,0.000,0.188
2019-05-20 05:00:00,46.609,0.000,0.000,0.000,0.188,0.000,0.188
2019-05-20 05:30:00,60.424,0.000,0.000,0.000,0.188,0.000,0.188
2019-05-20 06:00:00,23.955,0.000,0.000,0.000,0.188,0.000,0.188
2019-05-20 06:30:00,43.569,0.000,0.000,0.000,0.188,0.000,0.188
2019-05-20 07:00:00,35.582,0.000,0.000,0.000,0.188,0.000,0.188
2019-05-20 07:30:00,34.393,0.000,0.000,0.000,0.188,0.000,0.188
2019-05-20 08:00:00,40.596,0.000,0.000,0.000,0.188,0.000,0.188
2019-05-20 08:30:00,23.203,0.000,0.000,0.000,0.188,0.000,0.188
2019-05-20 09:00:00,72.919,0.000,0.000,0.000,0.188,0.000,0.188
2019-05-20 09:30:00,54.605,0.000,0.000,0.000,0.188,0.000,0.188
2019-05-20 10:00:00,61.653,0.000,0.000,0.000,0.188,0.000,0.188
2019-05-20 10:30:00,45.845,0.000,0.000,0.000,0.188,0.000,0.188
2019-05-20 11:00:00,50.519,0.000,0.000,0.000,0.188,0.000,0.188
2019-05-20 11:30:00,50.179,0.000,0.000,0.000,0.188,0.000,0.188
2019-05-20 12:00:00,21.853,0.000,0.000,0.000,0.188,0.000,0.188
2019-05-20 12:30:00,-8.481,0.000,0.159,0.000,0.188,0.159,0.188
2019-05-20 13:00:00,-15.531,0.000,0.163,0.000,0.188,0.163,0.188
2019-05-20 13:30:00,25.110,0.000,0.000,0.000,0.188,0.000,0.188
2019-05-20 14:00:00,24.078,0.000,0.000,0.000,0.188,0.000,0.188
2019-05-20 14:30:00,37.055,0.000,0.000,0.000,0.188,0.000,0.188
2019-05-20 15:00:00,17.671,0.000,0.000,0.000,0.188,0.000,0.188
2019-05-20 15:30:00,-9.730,0.000,0.160,0.000,0.188,0.160,0.188
2019-05-20 16:00:00,48.886,0.000,0.000,0.000,0.188,0.000,0.188
2019-05-20 16:30:00,67.291,0.000,0.000,0.000,0.188,0.000,0.188
2019-05-20 17:00:00,38.206,0.000,0.000,0.000,0.188,0.000,0.188
2019-05-20 17:30:00,27.574,0.000,0.000,0.000,0.188,0.000,0.188
2019-05-20 18:00:00,63.053,0.000,0.000,0.000,0.188,0.000,0.188
2019-05-20 18:30:00,28.054,0.000,0.000,0.000,0.188,0.000,0.188
2019-05-20 19:00:00,33.675,0.000,0.000,0.000,0.188,0.000,0.188
2019-05-20 19:30:00,-17.183,0.000,0.163,0.000,0.188,0.163,0.188
2019-05-20 20:00:00,-58.106,0.000,0.173,0.000,0.188,0.173,0.188
2019-05-20 20:30:00,-58.277,0.000,0.173,0.000,0.188,0.173,0.188
2019-05-20 21:00:00,-23.751,0.000,0.168,0.000,0.188,0.168,0.188
2019-05-20 21:30:00,-22.366,0.000,0.167,0.000,0.188,0.167,0.188
2019-05-20 22:00:00,29.854,0.000,0.000,0.000,0.188,0.000,0.188
2019-05-20 22:30:00,53.154,0.000,0.000,0.000,0.188,0.000,0.188
2019-05-20 23:00:00,37.046,0.000,0.000,0.000,0.188,0.000,0.188
2019-05-20 23:30:00,31.023,0.000,0.000,0.000,0.188,0.000,0.188
2019-05-21 00:00:00,31.751,0.000,0.000,0.000,0.188,0.000,0.188
2019-05-21 00:30:00,31.238,0.000,0.000,0.000,0.188,0.000,0.188
2019-05-21 01:00:00,59.940,0.000,0.000,0.000,0.188,0.000,0.188
2019-05-21 01:30:00,60.384,0.000,0.000,0.000,0.188,0.000,0.188
2019-05-21 02:00:00,29.532,0.000,0.000,0.000,0.188,0.000,0.188
2019-05-21 02:30:00,57.674,0.000,0.000,0.000,0.188,0.000,0.188
2019-05-21 03:00:00,38.169,0.000,0.000,0.000,0.188,0.000,0.188
2019-05-21 03:30:00,53.082,0.000,0.000,0.000,0.188,0.000,0.188
2019-05-21 04:00:00,60.982,0.000,0.000,0.000,0.188,0.000,0.188
2019-05-21 04:30:00,28.565,0.000,0.000,0.000,0.188,0.000,0.188
2019-05-21 05:00:00,40.984,0.000,0.000,0.000,0.188,0.000,0.188
2019-05-21 05:30:00,49.987,0.000,0.000,0.000,0.188,0.000,0.188
2019-05-21 06:00:00,19.691,0.000,0.000,0.000,0.188,0.000,0.188
2019-05-21 06:30:00,46.777,0.000,0.000,0.000,0.188,0.000,0.188
2019-05-21 07:00:00,48.782,0.000,0.000,0.000,0.188,0.000,0.188
2019-05-21 07:30:00,20.613,0.000,0.000,0.000,0.188,0.000,0.188
2019-05-21 08:00:00,-12.086,0.000,0.161,0.000,0.188,0.161,0.188
2019-05-21 08:30:00,-18.581,0.000,0.164,0.000,0.188,0.164,0.188
2019-05-21 09:00:00,-4.144,0.000,0.158,0.000,0.188,0.158,0.188
2019-05-21 09:30:00,-7.622,0.000,0.159,0.000,0.188,0.159,0.188
2019-05-21 10:00:00,71.959,0.000,0.000,0.000,0.188,0.000,0.188
2019-05-21 10:30:00,55.339,0.000,0.000,0.000,0.188,0.000,0.188
2019-05-21 11:00:00,49.929,0.000,0.000,0.000,0.188,0.000,0.188
2019-05-21 11:30:00,29.528,0.000,0.000,0.000,0.188,0.000,0.188
2019-05-21 12:00:00,58.642,0.000,0.000,0.000,0.188,0.000,0.188
2019-05-21 12:30:00,32.283,0.000,0.000,0.000,0.188,0.000,0.188
2019-05-21 13:00:00,52.582,0.000,0.000,0.000,0.188,0.000,0.188
2019-05-21 13:30:00,18.913,0.000,0.000,0.000,0.188,0.000,0.188
2019-05-21 14:00:00,1.668,0.000,0.173,0.000,0.216,0.173,0.216
2019-05-21 14:30:00,20.518,0.000,0.159,0.000,0.201,0.159,0.201
2019-05-21 15:00:00,55.120,0.000,0.000,0.000,0.192,0.000,0.192
2019-05-21 15:30:00,53.978,0.000,0.000,0.000,0.182,0.000,0.182
2019-05-21 16:00:00,60.851,0.000,0.000,0.000,0.172,0.000,0.172
2019-05-21 16:30:00,15.304,0.000,0.000,0.000,0.166,0.000,0.166
2019-05-21 17:00:00,37.368,0.000,0.000,0.000,0.163,0.000,0.163
2019-05-21 17:30:00,28.195,0.000,0.000,0.000,0.000,0.000,0.000
2019-05-21 18:00:00,7.143,0.000,0.000,0.000,0.000,0.000,0.000
2019-05-21 18:30:00,24.278,0.000,0.000,0.000,0.000,0.000,0.000
2019-05-21 19:00:00,34.232,0.000,0.000,0.000,0.000,0.000,0.000
2019-05-21 19:30:00,33.379,0.000,0.000,0.000,0.000,0.000,0.000
2019-05-21 20:00:00,8.452,0.000,0.000,0.000,0.000,0.000,0.000
2019-05-21 20:30:00,13.164,0.000,0.000,0.000,0.000,0.000,0.000
2019-05-21 21:00:00,-9.983,0.000,0.000,0.000,0.000,0.000,0.000
2019-05-21 21:30:00,-15.973,0.000,0.000,0.000,0.000,0.000,0.000
2019-05-21 22:00:00,2.277,0.000,0.000,0.000,0.000,0.000,0.000
2019-05-21 22:30:00,28.842,0.000,0.000,0.000,0.000,0.000,0.000
2019-05-21 23:00:00,36.613,0.000,0.000,0.000,0.000,0.000,0.000
2019-05-21 23:30:00,18.473,0.000,0.000,0.000,0.000,0.000,0.000
2019-05-22 00:00:00,12.521,0.000,0.000,0.000,0.000,0.000,0.000
2019-05-22 00:30:00,7.206,0.000,0.000,0.000,0.170,0.000,0.170
2019-05-22 01:00:00,36.480,0.000,0.000,0.000,0.173,0.000,0.173
2019-05-22 01:30:00,18.253,0.000,0.000,0.000,0.176,0.000,0.176
2019-05-22 02:00:00,34.489,0.000,0.000,0.000,0.179,0.000,0.179
2019-05-22 02:30:00,52.607,0.000,0.000,0.000,0.182,0.000,0.182
2019-05-22 03:00:00,5.573,0.000,0.152,0.000,0.182,0.152,0.182
2019-05-22 03:30:00,26.388,0.000,0.000,0.000,0.182,0.000,0.182
2019-05-22 04:00:00,26.338,0.000,0.151,0.000,0.188,0.151,0.188
2019-05-22 04:30:00,28.599,0.000,0.152,0.000,0.190,0.152,0.190
2019-05-22 05:00:00,43.039,0.000,0.000,0.000,0.191,0.000,0.191
2019-05-22 05:30:00,52.554,0.000,0.149,0.000,0.189,0.149,0.189
2019-05-22 06:00:00,59.544,0.000,0.000,0.000,0.189,0.000,0.189
2019-05-22 06:30:00,41.832,0.000,0.147,0.000,0.191,0.147,0.191
2019-05-22 07:00:00,32.723,0.000,0.000,0.000,0.192,0.000,0.192
2019-05-22 07:30:00,42.119,0.000,0.000,0.000,0.194,0.000,0.194
2019-05-22 08:00:00,55.488,0.000,0.152,0.000,0.195,0.152,0.195
2019-05-22 08:30:00,6.192,0.000,0.161,0.000,0.195,0.161,0.195
2019-05-22 09:00:00,-18.855,0.000,0.173,0.000,0.197,0.173,0.197
2019-05-22 09:30:00,2.175,0.000,0.164,0.000,0.197,0.164,0.197
2019-05-22 10:00:00,-22.685,0.000,0.177,0.000,0.198,0.177,0.198
2019-05-22 10:30:00,-57.205,0.000,0.182,0.000,0.200,0.182,0.200
2019-05-22 11:00:00,-16.692,0.000,0.176,0.000,0.202,0.176,0.202
2019-05-22 11:30:00,3.550,0.000,0.168,0.000,0.203,0.168,0.203
2019-05-22 12:00:00,-10.110,0.000,0.174,0.000,0.204,0.174,0.204
2019-05-22 12:30:00,-56.527,0.000,0.181,0.000,0.201,0.181,0.201
2019-05-22 13:00:00,-57.238,0.000,0.177,0.000,0.195,0.177,0.195
2019-05-22 13:30:00,-24.315,0.000,0.169,0.000,0.188,0.169,0.188
2019-05-22 14:00:00,-58.080,0.000,0.167,0.000,0.181,0.167,0.181
2019-05-22 14:30:00,-19.999,0.000,0.159,0.000,0.179,0.159,0.179
2019-05-22 15:00:00,-57.689,0.000,0.162,0.000,0.176,0.162,0.176
2019-05-22 15:30:00,-22.981,0.000,0.156,0.000,0.172,0.156,0.172
2019-05-22 16:00:00,4.393,0.000,0.000,0.000,0.170,0.000,0.170
2019-05-22 16:30:00,19.450,0.000,0.000,0.000,0.167,0.000,0.167
2019-05-22 17:00:00,6.189,0.000,0.000,0.000,0.165,0.000,0.165
2019-05-22 17:30:00,11.500,0.000,0.000,0.000,0.165,0.000,0.165
2019-05-22 18:00:00,25.899,0.000,0.000,0.000,0.000,0.000,0.000
2019-05-22 18:30:00,46.090,0.000,0.000,0.000,0.000,0.000,0.000
2019-05-22 19:00:00,14.133,0.000,0.000,0.000,0.000,0.000,0.000
2019-05-22 19:30:00,21.968,0.000,0.000,0.000,0.000,0.000,0.000
2019-05-22 20:00:00,28.350,0.000,0.000,0.000,0.000,0.000,0.000
2019-05-22 20:30:00,26.874,0.000,0.000,0.000,0.000,0.000,0.000
2019-05-22 21:00:00,13.687,0.000,0.000,0.000,0.000,0.000,0.000
2019-05-22 21:30:00,31.679,0.000,0.000,0.000,0.000,0.000,0.000
2019-05-22 22:00:00,22.780,0.000,0.000,0.000,0.000,0.000,0.000
2019-05-22 22:30:00,25.464,0.000,0.000,0.000,0.000,0.000,0.000
2019-05-22 23:00:00,6.224,0.000,0.000,0.000,0.000,0.000,0.000
2019-05-22 23:30:00,22.516,0.000,0.000,0.000,0.000,0.000,0.000
2019-05-23 00:00:00,10.336,0.000,0.000,0.000,0.000,0.000,0.000
2019-05-23 00:30:00,41.434,0.000,0.000,0.000,0.167,0.000,0.167
2019-05-23 01:00:00,24.951,0.000,0.000,0.000,0.170,0.000,0.170
2019-05-23 01:30:00,24.054,0.000,0.000,0.000,0.172,0.000,0.172
2019-05-23 02:00:00,23.459,0.000,0.000,0.000,0.175,0.000,0.175
2019-05-23 02:30:00,25.548,0.000,0.000,0.000,0.178,0.000,0.178
2019-05-23 03:00:00,26.630,0.000,0.000,0.000,0.179,0.000,0.179
2019-05-23 03:30:00,31.214,0.000,0.000,0.000,0.180,0.000,0.180
2019-05-23 04:00:00,20.885,0.000,0.000,0.000,0.181,0.000,0.181
2019-05-23 04:30:00,14.269,0.000,0.000,0.000,0.181,0.000,0.181
2019-05-23 05:00:00,28.798,0.000,0.000,0.000,0.182,0.000,0.182
2019-05-23 05:30:00,55.611,0.000,0.000,0.000,0.183,0.000,0.183
2019-05-23 06:00:00,53.944,0.000,0.000,0.000,0.185,0.000,0.185
2019-05-23 06:30:00,29.737,0.000,0.000,0.000,0.188,0.000,0.188
2019-05-23 07:00:00,41.795,0.000,0.000,0.000,0.190,0.000,0.190
2019-05-23 07:30:00,54.846,0.000,0.000,0.000,0.193,0.000,0.193
2019-05-23 08:00:00,11.886,0.000,0.156,0.000,0.194,0.156,0.194
2019-05-23 08:30:00,-7.858,0.000,0.166,0.000,0.198,0.166,0.198
2019-05-23 09:00:00,14.983,0.000,0.158,0.000,0.199,0.158,0.199
2019-05-23 09:30:00,1.359,0.000,0.163,0.000,0.200,0.163,0.200
2019-05-23 10:00:00,1.994,0.000,0.167,0.000,0.205,0.167,0.205
2019-05-23 10:30:00,-1.834,0.000,0.170,0.000,0.207,0.170,0.207
2019-05-23 11:00:00,2.548,0.000,0.168,0.000,0.206,0.168,0.206
2019-05-23 11:30:00,-11.638,0.000,0.172,0.000,0.203,0.172,0.203
